CustomerId,PlanType,StartDate,EndDate,BillingAmount,AutoRenew
3624,Family,2024-04-27,2025-11-27,9.99,0
3041,Family,2025-01-01,2025-06-01,9.99,1
573,Basic,2025-03-19,2026-03-28,9.99,1
344,Basic,2024-02-16,2025-09-13,9.99,1
2912,Basic,2024-01-05,2025-07-17,9.99,1
787,Student,2024-11-16,2025-09-11,9.99,1
1246,Family,2025-04-24,2025-08-08,9.99,1
776,Basic,2024-09-01,2025-10-27,9.99,1
4249,Premium,2024-02-06,2026-01-07,9.99,0
371,Premium,2023-09-04,2026-04-15,9.99,0
2964,Free,2025-01-01,2025-08-17,9.99,1
3319,Basic,2024-07-20,2026-01-07,9.99,0
2654,Student,2023-10-14,2025-11-06,9.99,0
3279,Basic,2024-02-10,2025-11-16,9.99,1
3520,Family,2025-02-19,2025-07-23,9.99,1
2602,Student,2023-11-30,2025-10-20,9.99,1
2948,Premium,2024-06-30,2025-08-07,9.99,1
1823,Premium,2025-03-09,2026-03-06,9.99,1
2721,Basic,2023-05-18,2025-08-24,9.99,1
3017,Student,2023-09-10,2026-02-17,9.99,1
2467,Free,2023-06-02,2025-07-01,9.99,0
3124,Premium,2024-09-08,2025-12-31,9.99,0
2867,Student,2024-05-27,2025-09-08,9.99,0
2603,Family,2024-06-04,2025-12-10,9.99,0
4180,Free,2023-12-17,2025-06-20,9.99,1
1205,Basic,2025-02-11,2026-03-25,9.99,0
1323,Free,2024-02-08,2025-06-16,9.99,0
2398,Premium,2024-07-12,2025-06-16,9.99,1
3715,Student,2023-11-19,2025-11-04,9.99,0
1348,Student,2023-05-31,2025-08-19,9.99,0
2934,Free,2025-03-17,2026-02-11,9.99,0
3606,Family,2024-12-15,2026-01-14,9.99,0
4773,Family,2023-05-16,2026-02-08,9.99,0
1778,Premium,2024-07-12,2025-12-16,9.99,0
3164,Student,2023-08-16,2025-12-23,9.99,1
2471,Basic,2023-06-18,2026-01-30,9.99,1
1261,Family,2024-08-11,2026-01-16,9.99,0
1180,Premium,2024-01-16,2026-03-16,9.99,1
1537,Family,2023-05-23,2026-02-18,9.99,0
1565,Student,2024-03-05,2026-04-23,9.99,1
2068,Basic,2023-08-13,2025-09-27,9.99,1
4826,Basic,2023-05-12,2025-09-23,9.99,0
2179,Basic,2023-08-24,2025-05-29,9.99,0
896,Free,2024-01-06,2025-12-16,9.99,1
2413,Basic,2024-10-19,2025-07-18,9.99,1
3174,Free,2024-06-24,2025-09-11,9.99,0
4975,Free,2024-11-20,2026-03-20,9.99,1
3621,Family,2024-11-22,2025-11-13,9.99,0
4651,Free,2023-09-20,2025-08-18,9.99,0
3923,Premium,2025-04-24,2025-11-03,9.99,1
4882,Premium,2024-02-03,2026-03-06,9.99,0
96,Family,2024-09-13,2025-06-09,9.99,1
510,Family,2024-04-07,2025-08-16,9.99,0
3006,Premium,2025-01-15,2025-07-07,9.99,1
3311,Free,2024-01-30,2026-03-08,9.99,0
1449,Free,2023-09-03,2025-05-29,9.99,0
3063,Premium,2023-10-20,2026-02-25,9.99,0
633,Family,2024-06-06,2025-11-14,9.99,1
991,Family,2025-04-16,2025-07-05,9.99,1
2193,Basic,2023-07-03,2026-04-13,9.99,0
3222,Premium,2025-03-22,2025-12-16,9.99,1
1294,Basic,2024-06-11,2026-04-24,9.99,0
4786,Basic,2025-04-03,2026-01-04,9.99,0
2306,Basic,2023-07-25,2025-09-28,9.99,1
3336,Free,2024-02-20,2025-10-08,9.99,1
2704,Family,2024-03-27,2025-10-10,9.99,1
2346,Free,2024-08-15,2026-02-10,9.99,0
3509,Free,2024-03-11,2025-12-23,9.99,1
1596,Family,2023-07-08,2025-11-26,9.99,1
2506,Premium,2023-08-11,2025-11-19,9.99,0
113,Family,2024-06-15,2026-04-02,9.99,1
3719,Premium,2023-10-29,2025-07-09,9.99,1
3,Family,2024-10-31,2025-09-17,9.99,1
706,Family,2024-07-19,2025-06-29,9.99,0
227,Family,2023-05-27,2026-01-25,9.99,0
3867,Premium,2024-04-20,2026-01-07,9.99,1
4028,Family,2024-09-14,2026-04-04,9.99,1
4680,Student,2023-05-21,2025-12-23,9.99,1
3562,Premium,2024-04-26,2025-11-24,9.99,1
1741,Premium,2023-05-06,2025-07-19,9.99,0
4241,Basic,2024-10-29,2025-10-08,9.99,1
2627,Family,2023-05-06,2026-02-09,9.99,1
2756,Free,2024-09-01,2025-11-06,9.99,1
392,Student,2024-04-03,2026-04-15,9.99,0
2594,Free,2024-04-20,2025-10-07,9.99,1
4166,Premium,2023-05-15,2026-03-10,9.99,1
3555,Student,2024-01-19,2025-12-02,9.99,0
2256,Family,2024-12-25,2026-03-27,9.99,0
457,Basic,2024-03-09,2025-11-06,9.99,1
1744,Student,2024-05-14,2025-10-29,9.99,1
2973,Free,2023-12-08,2026-04-15,9.99,0
1539,Free,2024-01-25,2025-09-10,9.99,1
4177,Student,2024-10-26,2026-02-24,9.99,0
862,Premium,2023-11-27,2025-06-30,9.99,0
3021,Basic,2025-04-06,2025-12-09,9.99,1
898,Family,2023-07-12,2025-09-01,9.99,0
811,Student,2024-05-26,2026-01-07,9.99,1
1693,Premium,2024-04-15,2026-03-07,9.99,0
3266,Free,2024-05-08,2025-12-18,9.99,1
1176,Free,2023-11-30,2025-06-03,9.99,0
3393,Basic,2024-06-11,2026-04-24,9.99,0
1123,Family,2024-07-09,2025-11-16,9.99,0
836,Free,2024-07-28,2025-11-09,9.99,0
2512,Student,2024-11-02,2026-02-03,9.99,0
3403,Student,2024-08-19,2025-06-19,9.99,0
3757,Student,2023-05-20,2025-08-30,9.99,1
3858,Premium,2024-10-30,2025-09-16,9.99,0
1831,Family,2023-07-01,2025-09-21,9.99,1
806,Basic,2023-06-15,2025-07-20,9.99,0
2966,Free,2023-11-18,2025-10-20,9.99,0
1384,Family,2024-08-13,2025-10-11,9.99,1
1063,Basic,2023-10-28,2026-01-20,9.99,1
1060,Student,2023-05-01,2026-03-12,9.99,0
1125,Basic,2023-11-05,2026-03-27,9.99,1
842,Student,2024-03-30,2025-12-18,9.99,0
4161,Student,2024-03-15,2025-07-30,9.99,1
3690,Family,2025-02-26,2025-07-10,9.99,0
1611,Basic,2023-10-29,2025-08-18,9.99,0
4368,Student,2023-07-22,2025-09-03,9.99,0
464,Student,2023-12-15,2026-03-16,9.99,0
1920,Basic,2025-01-29,2026-02-01,9.99,0
2997,Premium,2024-08-02,2026-03-27,9.99,0
3143,Student,2023-08-29,2026-03-27,9.99,0
4618,Free,2023-09-13,2026-04-17,9.99,0
1224,Student,2023-06-18,2026-02-23,9.99,0
1950,Student,2023-07-22,2025-10-18,9.99,1
3518,Free,2025-01-21,2026-03-17,9.99,1
2888,Basic,2024-10-03,2026-02-06,9.99,1
2887,Basic,2025-02-03,2025-09-08,9.99,0
2522,Premium,2023-09-10,2025-06-28,9.99,1
4753,Free,2024-04-16,2025-07-06,9.99,0
1776,Family,2024-01-19,2026-02-08,9.99,1
63,Free,2024-02-21,2026-02-28,9.99,0
1049,Premium,2025-04-03,2025-10-11,9.99,1
536,Free,2024-01-01,2025-09-02,9.99,1
4935,Family,2024-12-23,2025-11-23,9.99,0
320,Premium,2024-12-20,2025-10-16,9.99,0
1194,Student,2025-01-20,2026-04-13,9.99,0
2325,Basic,2023-10-28,2025-07-03,9.99,0
95,Basic,2023-11-13,2025-07-19,9.99,1
1140,Basic,2025-01-24,2025-11-12,9.99,1
2456,Student,2024-12-12,2026-04-13,9.99,1
2442,Family,2023-05-27,2025-05-28,9.99,0
1931,Student,2024-03-15,2026-01-07,9.99,0
351,Premium,2025-01-19,2026-04-22,9.99,0
1606,Premium,2023-11-20,2026-01-30,9.99,1
4311,Free,2023-12-20,2025-08-05,9.99,1
3459,Basic,2024-04-04,2025-07-27,9.99,1
4973,Basic,2024-07-18,2025-12-12,9.99,1
601,Student,2024-04-12,2025-06-02,9.99,1
76,Basic,2024-09-29,2025-07-09,9.99,1
2062,Free,2024-10-10,2026-03-05,9.99,1
3235,Premium,2023-10-21,2025-10-23,9.99,1
235,Free,2024-10-04,2025-06-12,9.99,0
323,Free,2024-07-14,2026-02-07,9.99,0
801,Premium,2023-07-30,2025-11-01,9.99,0
2711,Basic,2024-05-18,2025-07-24,9.99,1
922,Student,2025-04-17,2026-01-09,9.99,0
3265,Free,2023-09-01,2025-12-04,9.99,0
1571,Student,2024-03-22,2025-06-26,9.99,0
3382,Basic,2023-06-10,2025-07-30,9.99,0
1751,Student,2024-09-07,2025-07-29,9.99,1
4624,Free,2024-11-22,2026-02-03,9.99,1
1759,Student,2024-06-02,2025-08-05,9.99,1
3411,Free,2023-07-15,2026-01-18,9.99,0
2126,Student,2024-08-03,2025-07-06,9.99,1
3687,Student,2024-12-28,2025-09-05,9.99,1
2865,Student,2024-06-30,2026-02-15,9.99,1
2109,Family,2025-04-24,2025-10-04,9.99,0
2203,Family,2025-03-31,2025-09-12,9.99,1
769,Basic,2024-11-02,2025-07-20,9.99,1
799,Basic,2023-12-16,2026-02-26,9.99,0
163,Student,2024-07-22,2026-03-31,9.99,0
3449,Family,2024-04-22,2025-06-24,9.99,0
1060,Free,2023-11-07,2026-01-16,9.99,1
142,Free,2024-03-05,2025-11-22,9.99,1
4058,Free,2024-05-26,2026-01-12,9.99,0
2242,Family,2023-06-04,2026-02-21,9.99,1
4378,Premium,2024-10-10,2026-04-09,9.99,0
1522,Free,2024-02-27,2026-02-04,9.99,1
845,Free,2024-03-11,2025-09-14,9.99,0
4056,Family,2025-01-28,2026-01-23,9.99,0
597,Student,2024-03-16,2026-04-03,9.99,1
3896,Family,2024-07-14,2025-07-10,9.99,0
3477,Basic,2023-11-23,2026-01-22,9.99,1
1451,Basic,2024-12-13,2025-09-29,9.99,0
1698,Premium,2025-01-15,2026-01-09,9.99,0
2374,Basic,2025-04-24,2025-10-27,9.99,0
1091,Premium,2024-04-22,2025-09-11,9.99,0
4864,Free,2024-01-14,2025-08-07,9.99,1
4106,Free,2025-01-19,2026-02-06,9.99,0
3079,Student,2025-04-24,2026-03-09,9.99,0
1711,Free,2023-07-04,2026-01-09,9.99,0
49,Basic,2023-07-08,2026-01-17,9.99,0
701,Free,2023-07-17,2025-08-05,9.99,0
2067,Student,2024-09-11,2026-01-18,9.99,0
2119,Basic,2023-08-18,2025-07-22,9.99,1
1431,Basic,2025-03-26,2026-02-08,9.99,0
209,Free,2025-02-11,2025-09-25,9.99,1
3638,Student,2023-06-17,2025-11-25,9.99,1
1302,Family,2024-01-31,2026-02-20,9.99,1
2000,Student,2025-03-30,2025-12-31,9.99,0
2868,Student,2025-03-28,2025-09-01,9.99,1
4667,Free,2023-11-30,2025-12-30,9.99,0
1304,Student,2023-07-27,2025-07-13,9.99,0
4743,Basic,2024-04-18,2025-06-04,9.99,1
2078,Premium,2023-11-13,2025-07-24,9.99,0
376,Family,2023-06-12,2025-07-03,9.99,0
2592,Family,2023-10-01,2025-08-27,9.99,0
18,Family,2023-06-27,2025-06-16,9.99,1
2151,Premium,2023-05-10,2026-04-12,9.99,1
2633,Free,2024-09-05,2026-04-17,9.99,0
3169,Basic,2023-06-05,2025-12-07,9.99,0
1054,Premium,2023-12-22,2025-06-10,9.99,1
3072,Free,2024-02-15,2026-03-30,9.99,0
2133,Free,2024-06-07,2026-03-29,9.99,0
2186,Free,2025-02-12,2025-07-08,9.99,1
4466,Family,2024-02-27,2026-04-21,9.99,1
4531,Family,2023-10-20,2025-08-25,9.99,0
918,Basic,2024-02-18,2026-04-20,9.99,1
636,Premium,2023-12-06,2025-05-28,9.99,1
60,Free,2023-12-03,2025-08-21,9.99,0
1859,Student,2024-11-24,2025-10-15,9.99,0
1324,Premium,2023-05-25,2026-01-14,9.99,0
3154,Free,2024-08-30,2025-06-16,9.99,1
3395,Basic,2024-10-13,2025-11-28,9.99,0
2495,Premium,2023-05-06,2026-03-07,9.99,1
4750,Free,2024-05-26,2025-10-22,9.99,0
3830,Family,2024-01-12,2026-03-25,9.99,0
188,Premium,2023-07-26,2025-12-04,9.99,1
4909,Free,2023-12-26,2026-04-13,9.99,0
2826,Premium,2025-04-23,2025-11-18,9.99,1
2202,Premium,2023-11-19,2026-04-08,9.99,1
4806,Free,2024-08-08,2026-01-28,9.99,1
3200,Family,2025-04-07,2025-06-19,9.99,1
3084,Student,2024-11-18,2025-10-15,9.99,1
4135,Free,2024-05-30,2025-12-10,9.99,0
2558,Family,2024-12-22,2025-12-16,9.99,0
795,Student,2023-07-30,2026-03-04,9.99,1
1706,Student,2023-07-13,2025-10-22,9.99,1
3033,Family,2024-08-19,2025-10-04,9.99,1
2816,Family,2023-06-25,2026-02-01,9.99,0
3477,Free,2024-01-09,2025-11-19,9.99,1
4918,Free,2023-06-25,2025-11-07,9.99,0
4448,Free,2023-09-24,2026-02-04,9.99,0
1616,Premium,2024-11-24,2026-01-18,9.99,1
1917,Premium,2024-06-09,2026-02-26,9.99,1
4828,Premium,2024-10-19,2025-12-28,9.99,0
1318,Free,2023-11-26,2026-04-04,9.99,0
4358,Basic,2024-09-22,2025-06-19,9.99,1
1529,Family,2024-09-20,2025-09-16,9.99,0
2059,Premium,2023-12-11,2025-10-11,9.99,1
4927,Free,2023-10-06,2026-02-20,9.99,1
2051,Basic,2024-11-23,2025-12-31,9.99,0
2042,Family,2025-03-24,2025-07-24,9.99,0
2844,Basic,2023-11-10,2025-12-14,9.99,0
2034,Premium,2024-12-12,2025-06-13,9.99,1
1064,Family,2023-12-04,2025-06-09,9.99,1
3956,Basic,2024-02-24,2025-10-27,9.99,1
284,Premium,2024-11-03,2025-10-17,9.99,0
4297,Student,2023-10-15,2025-11-13,9.99,1
2717,Premium,2023-08-21,2025-12-22,9.99,0
3081,Free,2025-02-18,2026-02-01,9.99,1
226,Student,2025-03-02,2025-12-19,9.99,0
1218,Basic,2024-12-15,2025-11-07,9.99,0
4841,Family,2024-03-25,2026-04-13,9.99,1
1992,Premium,2023-08-23,2026-04-14,9.99,1
1039,Basic,2024-06-18,2025-11-01,9.99,0
2910,Basic,2024-11-24,2025-07-02,9.99,0
826,Basic,2024-11-01,2026-02-24,9.99,1
3443,Student,2023-12-20,2025-08-15,9.99,1
40,Premium,2023-08-17,2025-12-28,9.99,1
4602,Basic,2024-05-23,2025-10-14,9.99,0
3055,Basic,2023-10-16,2025-08-23,9.99,1
629,Basic,2024-10-03,2026-02-10,9.99,1
4867,Basic,2024-10-29,2026-03-03,9.99,0
3298,Family,2024-03-28,2026-01-18,9.99,1
2249,Free,2025-02-28,2026-04-12,9.99,1
4617,Premium,2024-09-15,2025-07-19,9.99,1
2904,Basic,2023-08-01,2025-10-11,9.99,1
1834,Premium,2024-06-27,2025-09-18,9.99,0
150,Basic,2024-11-10,2025-10-21,9.99,0
2978,Basic,2024-08-21,2026-02-23,9.99,1
3870,Family,2023-10-01,2025-09-20,9.99,0
2245,Student,2024-05-26,2026-03-13,9.99,0
2811,Student,2024-03-28,2026-01-29,9.99,0
3500,Student,2024-10-06,2026-03-21,9.99,0
4317,Student,2025-01-30,2026-02-19,9.99,0
4418,Basic,2023-11-07,2025-11-09,9.99,1
2639,Family,2024-08-26,2026-03-29,9.99,1
232,Basic,2024-05-08,2025-12-09,9.99,1
4431,Free,2024-10-03,2025-12-06,9.99,1
3931,Free,2024-08-10,2025-10-06,9.99,1
2154,Basic,2024-02-04,2025-09-03,9.99,0
544,Free,2024-02-26,2025-06-04,9.99,1
187,Student,2024-12-22,2026-03-20,9.99,0
633,Free,2024-10-12,2025-09-09,9.99,0
4938,Premium,2024-05-07,2026-02-03,9.99,1
945,Family,2024-12-28,2025-07-18,9.99,1
1292,Student,2023-06-05,2025-06-24,9.99,0
3061,Basic,2023-09-15,2025-09-08,9.99,1
2743,Premium,2023-06-12,2025-11-01,9.99,1
2057,Premium,2023-07-07,2026-03-20,9.99,1
1810,Free,2024-08-27,2026-01-13,9.99,0
906,Student,2023-06-10,2025-10-28,9.99,0
1271,Premium,2024-12-31,2025-10-26,9.99,1
723,Premium,2023-07-11,2025-09-06,9.99,1
2033,Family,2023-07-27,2026-04-04,9.99,0
3573,Family,2023-11-04,2025-07-23,9.99,0
3038,Basic,2023-10-17,2025-12-16,9.99,1
4918,Basic,2023-07-17,2025-12-13,9.99,0
2864,Student,2023-07-28,2025-10-24,9.99,1
4017,Student,2024-07-30,2026-02-16,9.99,1
4124,Premium,2023-05-04,2025-10-06,9.99,0
1293,Free,2024-10-12,2025-12-07,9.99,0
4354,Premium,2023-09-06,2025-09-27,9.99,0
3462,Free,2023-08-12,2026-04-05,9.99,1
640,Basic,2025-01-10,2026-01-22,9.99,1
1943,Family,2024-08-06,2025-07-08,9.99,0
3546,Family,2023-09-07,2025-08-11,9.99,1
4750,Premium,2024-04-25,2026-03-25,9.99,0
1475,Basic,2024-08-03,2025-09-23,9.99,0
3166,Premium,2025-04-20,2025-08-23,9.99,1
102,Free,2025-02-03,2026-01-14,9.99,0
136,Student,2023-09-15,2025-06-30,9.99,1
2248,Basic,2023-12-10,2026-01-25,9.99,0
742,Student,2024-06-08,2026-01-13,9.99,0
2639,Free,2023-06-13,2026-01-06,9.99,1
2614,Free,2025-03-16,2025-09-24,9.99,0
23,Basic,2023-11-08,2026-02-17,9.99,0
1113,Student,2024-07-12,2026-01-31,9.99,0
2813,Basic,2025-03-31,2025-11-05,9.99,0
3608,Basic,2024-03-21,2026-01-23,9.99,0
3868,Premium,2024-06-24,2026-03-02,9.99,0
3792,Student,2024-01-17,2025-07-12,9.99,1
1434,Premium,2024-01-09,2025-10-22,9.99,1
62,Student,2025-03-15,2026-01-23,9.99,0
3698,Premium,2023-11-18,2025-06-30,9.99,1
601,Premium,2023-06-22,2026-03-11,9.99,1
1643,Basic,2025-02-15,2025-12-24,9.99,1
459,Free,2024-07-21,2026-03-08,9.99,0
2937,Free,2025-03-12,2025-08-29,9.99,1
3981,Basic,2023-10-16,2025-08-07,9.99,1
1919,Free,2024-08-09,2025-11-04,9.99,0
1778,Free,2023-08-02,2025-10-04,9.99,0
4023,Free,2024-02-28,2026-02-18,9.99,1
2707,Basic,2025-04-22,2025-10-12,9.99,1
1219,Student,2023-09-02,2025-07-19,9.99,1
4279,Premium,2024-07-10,2025-12-03,9.99,0
4516,Basic,2024-04-19,2026-03-08,9.99,0
1042,Premium,2023-08-08,2025-06-06,9.99,1
4244,Premium,2024-05-20,2026-01-12,9.99,1
1340,Student,2023-11-20,2025-06-05,9.99,1
940,Student,2024-09-07,2025-07-19,9.99,1
927,Free,2024-09-28,2026-04-13,9.99,1
4377,Family,2024-06-28,2025-06-16,9.99,1
4583,Family,2024-11-14,2026-03-03,9.99,0
1161,Family,2024-05-08,2026-02-26,9.99,0
4468,Premium,2023-08-04,2025-07-24,9.99,1
365,Basic,2023-06-07,2025-07-27,9.99,1
2818,Premium,2025-02-17,2025-07-16,9.99,0
4240,Basic,2023-06-17,2026-03-17,9.99,0
4239,Family,2023-05-13,2025-11-29,9.99,1
1605,Free,2023-10-14,2025-08-03,9.99,0
1198,Premium,2023-12-18,2025-10-27,9.99,0
4921,Student,2023-12-08,2025-10-06,9.99,1
3303,Free,2025-01-16,2025-11-05,9.99,1
2229,Family,2024-05-18,2025-07-12,9.99,0
2567,Premium,2024-05-07,2026-03-10,9.99,0
2217,Family,2025-04-06,2026-02-11,9.99,1
143,Free,2023-12-23,2025-11-05,9.99,1
3982,Premium,2023-12-20,2025-12-30,9.99,1
3509,Basic,2023-11-22,2025-09-28,9.99,1
336,Basic,2023-10-14,2025-09-19,9.99,0
2592,Premium,2024-06-07,2025-10-22,9.99,1
2284,Basic,2025-04-06,2025-11-13,9.99,1
2325,Basic,2025-04-16,2026-02-24,9.99,1
4165,Student,2024-03-08,2025-10-24,9.99,1
2820,Family,2024-01-27,2026-02-13,9.99,0
1499,Family,2025-01-10,2025-12-17,9.99,1
4151,Basic,2023-11-19,2025-11-10,9.99,0
4755,Student,2025-03-21,2026-03-15,9.99,0
3962,Premium,2024-09-14,2026-02-02,9.99,1
1613,Basic,2024-05-24,2025-07-23,9.99,0
783,Student,2023-08-17,2025-06-12,9.99,0
3281,Premium,2023-07-09,2025-09-18,9.99,0
3571,Free,2024-07-15,2026-03-03,9.99,1
2172,Premium,2023-11-25,2025-07-04,9.99,1
2787,Family,2024-08-29,2025-06-28,9.99,0
4210,Family,2023-10-29,2026-03-13,9.99,1
4597,Family,2025-01-28,2026-01-29,9.99,1
98,Premium,2023-05-06,2025-10-04,9.99,1
2606,Basic,2024-12-27,2025-09-24,9.99,1
699,Premium,2023-09-05,2025-09-01,9.99,0
3482,Free,2024-05-27,2025-12-21,9.99,0
1717,Student,2025-01-14,2025-10-02,9.99,0
989,Basic,2024-10-25,2025-12-17,9.99,0
2171,Family,2023-12-10,2026-04-07,9.99,0
2639,Basic,2023-09-15,2026-01-09,9.99,0
2719,Basic,2024-08-30,2025-08-03,9.99,0
359,Basic,2024-06-16,2026-03-25,9.99,1
4004,Free,2023-11-21,2025-10-09,9.99,1
4847,Family,2024-05-27,2026-03-21,9.99,1
1770,Family,2025-01-15,2025-09-21,9.99,1
2146,Basic,2024-04-14,2026-03-04,9.99,0
3308,Free,2024-02-14,2025-09-14,9.99,0
3477,Student,2023-05-23,2025-10-27,9.99,1
758,Premium,2023-10-30,2025-10-27,9.99,1
4970,Basic,2023-12-04,2025-12-17,9.99,0
250,Free,2024-05-02,2025-11-24,9.99,0
4163,Family,2024-03-07,2025-11-14,9.99,0
1328,Student,2023-04-30,2026-03-18,9.99,0
4558,Premium,2023-11-10,2025-10-04,9.99,1
3326,Student,2025-04-19,2025-06-07,9.99,1
3263,Premium,2025-02-25,2026-01-13,9.99,0
2638,Student,2023-12-22,2026-03-31,9.99,0
1434,Basic,2024-05-24,2025-12-04,9.99,1
1875,Free,2023-10-17,2025-05-30,9.99,1
3905,Family,2024-10-11,2025-05-29,9.99,1
2920,Premium,2023-11-14,2025-11-03,9.99,1
4037,Premium,2025-02-23,2026-02-27,9.99,1
3103,Free,2023-07-05,2025-11-29,9.99,1
2928,Premium,2024-01-17,2026-02-23,9.99,1
2047,Student,2024-11-25,2025-07-19,9.99,1
786,Family,2025-02-12,2025-07-08,9.99,0
392,Family,2023-12-22,2026-04-13,9.99,1
4149,Family,2024-01-07,2025-06-24,9.99,0
3825,Family,2024-07-25,2025-06-22,9.99,1
368,Basic,2025-04-03,2025-08-05,9.99,1
855,Free,2025-03-10,2025-10-30,9.99,0
4770,Free,2024-05-29,2026-01-15,9.99,0
3600,Student,2024-01-04,2025-08-08,9.99,0
567,Family,2024-05-08,2025-06-05,9.99,1
4495,Basic,2024-04-23,2025-11-08,9.99,0
3139,Premium,2024-02-21,2025-10-17,9.99,0
4031,Family,2024-11-28,2025-09-06,9.99,0
2333,Premium,2023-07-26,2026-01-22,9.99,0
1789,Basic,2023-11-10,2025-09-08,9.99,1
625,Free,2023-07-29,2025-11-22,9.99,1
3194,Family,2023-10-23,2025-12-11,9.99,1
334,Premium,2023-08-20,2026-01-08,9.99,0
1001,Family,2023-10-26,2025-08-18,9.99,0
4737,Premium,2024-03-05,2026-03-11,9.99,1
4516,Student,2023-11-06,2025-10-02,9.99,1
4061,Free,2023-12-05,2025-07-15,9.99,0
2717,Family,2024-11-24,2025-08-17,9.99,0
4593,Basic,2023-07-16,2025-12-04,9.99,0
612,Family,2023-05-12,2025-07-30,9.99,1
538,Premium,2025-01-18,2026-04-06,9.99,1
312,Basic,2024-03-24,2025-11-22,9.99,0
3405,Premium,2023-09-20,2025-12-11,9.99,1
3704,Family,2024-02-17,2025-06-12,9.99,1
2099,Student,2023-09-09,2026-01-12,9.99,1
3897,Student,2024-02-20,2025-11-21,9.99,0
3461,Free,2024-08-16,2025-11-03,9.99,1
4567,Basic,2024-08-15,2025-11-20,9.99,0
626,Basic,2023-12-31,2025-09-12,9.99,0
93,Student,2024-02-20,2025-09-12,9.99,0
2929,Family,2023-07-14,2025-07-13,9.99,0
4837,Student,2024-04-07,2025-07-11,9.99,1
3556,Student,2024-01-03,2026-02-13,9.99,0
4074,Basic,2024-01-11,2025-09-19,9.99,1
2689,Free,2023-09-22,2025-10-28,9.99,0
2252,Student,2023-12-08,2025-11-06,9.99,1
4738,Student,2024-03-06,2025-11-21,9.99,1
1276,Basic,2023-05-08,2026-03-09,9.99,0
3463,Premium,2024-06-03,2025-12-03,9.99,0
3848,Premium,2023-10-09,2025-07-12,9.99,0
3901,Student,2024-04-26,2026-02-06,9.99,1
1018,Premium,2024-01-29,2025-11-19,9.99,1
2020,Basic,2024-03-10,2025-12-11,9.99,0
552,Free,2024-09-28,2025-08-22,9.99,1
4556,Family,2024-09-10,2025-11-15,9.99,1
3068,Free,2023-07-19,2026-03-08,9.99,0
2292,Family,2024-09-04,2025-10-10,9.99,1
1182,Free,2025-04-20,2025-07-06,9.99,1
1472,Student,2024-03-17,2026-03-01,9.99,1
4268,Family,2024-03-18,2026-04-12,9.99,0
694,Family,2024-04-15,2025-07-18,9.99,1
4068,Premium,2024-08-29,2026-02-18,9.99,1
1030,Free,2024-12-26,2026-03-06,9.99,1
1482,Free,2024-11-01,2025-08-12,9.99,1
4111,Free,2024-07-25,2025-09-29,9.99,1
1870,Student,2024-06-25,2025-10-15,9.99,1
1611,Free,2023-08-04,2025-10-06,9.99,0
2232,Premium,2023-06-12,2025-06-13,9.99,0
3424,Student,2023-07-06,2026-03-28,9.99,1
58,Basic,2025-02-13,2026-02-23,9.99,1
1073,Family,2024-06-19,2025-11-15,9.99,0
2528,Student,2023-07-22,2025-06-03,9.99,1
3741,Student,2024-11-18,2025-11-07,9.99,1
1861,Student,2024-09-08,2025-07-24,9.99,0
2090,Basic,2023-12-01,2025-08-08,9.99,1
1248,Family,2024-04-30,2025-11-11,9.99,0
389,Premium,2023-11-30,2025-09-10,9.99,1
4289,Basic,2023-08-31,2025-11-28,9.99,0
1296,Premium,2025-01-05,2025-10-26,9.99,0
4771,Basic,2024-04-22,2025-12-10,9.99,0
3095,Free,2023-07-31,2025-10-11,9.99,1
4500,Free,2024-04-03,2026-03-01,9.99,0
913,Student,2025-03-12,2025-12-09,9.99,0
4655,Family,2023-10-14,2025-12-28,9.99,0
1742,Premium,2023-07-30,2026-04-23,9.99,1
254,Student,2024-01-03,2026-01-07,9.99,1
1777,Basic,2023-08-14,2026-04-17,9.99,0
3328,Family,2024-09-30,2025-08-19,9.99,1
1100,Student,2025-01-17,2025-12-26,9.99,0
2544,Basic,2024-11-20,2025-09-24,9.99,0
1594,Free,2024-05-17,2026-01-03,9.99,1
176,Premium,2023-08-14,2026-03-02,9.99,0
3883,Student,2024-05-29,2025-12-24,9.99,1
1098,Premium,2024-06-16,2025-06-22,9.99,1
3974,Basic,2023-05-12,2025-10-15,9.99,1
816,Basic,2024-08-20,2025-07-18,9.99,0
1889,Basic,2024-08-17,2025-06-15,9.99,1
2881,Basic,2023-12-04,2026-01-08,9.99,1
4833,Basic,2024-08-31,2025-07-12,9.99,1
1054,Family,2024-09-12,2025-09-17,9.99,1
3163,Student,2023-11-07,2025-09-23,9.99,1
3303,Family,2024-05-04,2025-10-25,9.99,1
628,Free,2025-01-24,2025-12-14,9.99,0
3113,Free,2023-12-25,2025-12-18,9.99,0
3608,Student,2023-05-26,2026-01-04,9.99,1
4375,Student,2024-04-10,2025-10-08,9.99,1
2350,Free,2024-01-27,2026-04-23,9.99,1
2191,Basic,2023-10-16,2025-09-05,9.99,0
915,Free,2023-07-05,2025-06-06,9.99,0
2898,Basic,2025-04-07,2025-10-01,9.99,0
716,Student,2023-08-13,2025-12-20,9.99,0
3165,Free,2024-09-20,2025-06-16,9.99,1
1062,Family,2023-07-08,2026-03-21,9.99,1
2904,Free,2024-03-13,2026-03-09,9.99,0
